CAR_ID,FAILURE_TYPE,ENGINE_RUN_TIME,LONG_TERM_FUEL_TRIM_BANK_1,SHORT_TERM_FUEL_TRIM_BANK_1,INTAKE_MANIFOLD_PRESSURE,FUEL_TANK,ABSOLUTE_THROTTLE_B,PEDAL_D,PEDAL_E,COMMANDED_THROTTLE_ACTUATOR,FUEL_AIR_COMMANDED_EQUIV_RATIO,ABSOLUTE_BAROMETRIC_PRESSURE,RELATIVE_THROTTLE_POSITION,INTAKE_AIR_TEMP,TIMING_ADVANCE,CATALYST_TEMPERATURE_BANK1_SENSOR1,CATALYST_TEMPERATURE_BANK1_SENSOR2,COMMANDED_EVAPORATIVE_PURGE,COOLANT_TEMPERATURE,ENGINE_RPM,VEHICLE_SPEED,CONTROL_MODULE_VOLTAGE,ENGINE_LOAD,THROTTLE
demo_healthy_0,Healthy,697,-6.239904637442973,3.7522559790322862,73.81576203415548,18.475961309888458,92.80601164730804,73.50257317913177,75.74578747492585,16.53022694079913,0.9821389376424041,97.33718221809323,88.40884899637416,41.823009442984585,29.847034210458176,492.8388154371189,364.5298120209974,55.45847870158348,82.89344158545846,2115.5914337877603,69.48308390342713,13.964557932153673,31.117460820805128,37.1209407318471
demo_healthy_1,Healthy,5586,-0.927176892412813,-2.141639110815536,38.62470954963773,52.004890335433075,8.94233892085059,18.886054286079304,66.47440579182091,72.02859403170355,1.1683035036763156,96.93242822324336,38.3413735431382,35.373565017204896,0.7156825178771413,342.3623225610264,478.8242660639295,22.69093490508841,91.37739592555515,1471.3006661393456,91.59460156636212,13.860477183604049,29.55756573113552,32.96779404185603
demo_healthy_2,Healthy,3167,0.7001148548443693,1.0934429836450648,72.77468527824828,22.577723524837882,22.99173822275975,5.662604277590496,75.82319397519245,64.8365770932829,1.0738595363054806,101.02656127919771,46.30241979845059,39.04342425025707,-1.5693380861277575,334.97443529726723,567.465362423617,47.10962061431325,89.91330549073665,2012.2481147364422,69.819015200065,13.596442921184392,38.6906649475803,17.118502941878365
demo_healthy_3,Healthy,5806,-2.0923504334906253,-2.311758963322836,40.02092709736704,46.767577935217254,81.80627659413496,26.054553727880666,10.247246752015942,30.32455028197969,0.9256937527960061,99.95724863254206,55.13289371071505,47.004233736937294,22.558422855059828,475.06569349123384,634.4493769463759,16.697291990770392,82.31796902387404,898.5789702798089,79.45952856560953,13.431379014452498,23.967055824243268,23.031343253100907
demo_healthy_4,Healthy,6757,2.6791870561796642,3.326925544863931,51.67148582675377,37.136088023308886,61.72543338069996,37.56313494980514,12.88849273844909,15.620531190846378,1.166283159237825,102.17722621636847,67.97364204296747,27.837188574002226,36.5821133579953,653.8004339035814,589.7694870131379,44.93615021437887,85.81138186583223,909.0450875532738,99.28626361982258,13.4203973217005,25.48744449742352,17.178698724519577
demo_healthy_5,Healthy,1147,1.4264136139936674,-2.970749778483972,84.96299988646629,78.26675768516891,69.75166603558431,43.88837357975933,61.45779566321989,57.5688172021462,1.0539447765597352,94.759998890259,42.422666195354864,19.539724432890022,14.723577685247871,438.33338191973695,326.4811268783816,10.340296772255165,90.22702401048797,1031.478398085862,101.7632130214477,13.64591005146071,30.834182767788974,25.727464744442504
demo_healthy_6,Healthy,2164,-8.824837767015946,-5.077895406037708,79.79146590752003,17.44569999301947,48.79924977543443,49.16362949190688,89.40438094774845,56.455524713846785,0.9904561843805033,96.40278096782704,34.8412097608297,37.2648788914469,12.189927174032146,290.3737983425586,640.0942851294046,89.61607718397667,83.96348724598055,1664.1596368394316,11.94333152489879,13.810032167471661,28.40565000204331,27.782679040757053
demo_healthy_7,Healthy,222,10.607579481479299,0.6513726073644293,32.54186621691276,92.4410660623847,25.719259180539275,8.36713005585618,54.936722245233504,38.38300554761949,1.1187243075276687,101.27426324857872,33.54250035404438,53.25727761758056,5.382220554445457,527.227422031223,377.74394166109727,93.60435700489633,84.30450944614826,824.1025219973428,47.86067660033417,14.386276015300506,50.992058851431814,30.458240583708477
demo_healthy_8,Healthy,6097,-0.7118299566592954,1.4291306980127145,47.115033628155516,79.48111888998892,64.5495136850985,38.629195598633906,13.502000125536375,72.21106502141234,0.9144857857322313,102.431318354804,26.687351750511628,22.54204349922498,30.231182917745684,353.5764719797571,342.46342175255995,59.93827915208435,94.2438685717245,1074.1171984290459,34.13560401901042,13.99932870883412,53.957577764255795,23.02223558607027
demo_healthy_9,Healthy,6420,-0.9806573911470755,1.6878727439946677,41.075922099919865,21.863999600786894,65.98928062515716,15.964925416567802,50.56969384585697,67.48361920785979,1.0292019793195248,95.79798086494051,77.37120735640364,44.47006379578466,25.99326418011492,342.9077207475104,316.92674967915855,92.75625510065076,87.56609471354916,1246.5653414385506,53.74424498866867,13.793155582974448,53.358060510737886,16.593386806461652
demo_healthy_10,Healthy,6916,-1.343152901282997,1.2124839563561078,69.37825781767596,19.530766337567798,17.630563735752137,42.720288738467346,91.96087209288635,58.64382979109355,1.155888359776076,101.23924824051673,47.064344139976235,47.03624762233093,-7.179507937058564,332.3891184475528,641.5371628460587,79.68170883251618,85.25697038753007,1625.7698244884382,66.6617402770012,14.161930116796821,40.314964821532854,20.37714707821041
demo_healthy_11,Healthy,6663,-5.261164669005529,-0.4713127712627849,85.72434422266275,50.85071938686698,27.30556066562223,26.299612669782302,72.14128522191018,78.49118870815194,0.8579001087474849,94.5990297125966,58.49902973808066,23.408410035129837,29.9345527609917,428.9606434835557,326.1810891667256,92.09704724874503,84.31744411829389,1219.7881358575937,16.89747347112645,12.80788211459764,18.78247660444828,9.661862274927802
demo_healthy_12,Healthy,1451,-3.3319633129140964,2.357692612725695,72.65001687596545,45.42674111488254,33.61919872568445,50.40736133200071,83.75044480111477,81.60184641399854,0.8356510223246051,95.63348568636872,26.30703839939564,27.227340305791838,18.276701980167545,479.80596433753226,282.65689516669323,37.36141384595716,89.33254128204692,917.7586397911314,91.68044091674157,12.693531359637188,52.2191491536683,10.973394247396264
demo_healthy_13,Healthy,1306,5.564630889349084,2.2721016910718146,93.56994764106149,82.18232922462342,75.1529786694196,62.82349483959929,75.10967191203162,17.10969875718324,1.0129844929411493,98.62800583171374,82.18149297103018,35.123576526960086,9.714116820616262,586.9903701938129,382.5731260503892,13.976841095395686,88.69028183633245,1437.8674581815603,25.582693458176106,13.26152125820723,31.556520643571154,17.824866932376363
demo_healthy_14,Healthy,3158,-6.317391064223694,-1.6722808617793832,91.42005487007383,92.471321758436,48.28193854700707,34.552508450421996,53.189131084700286,81.37044398962621,1.0549314426016367,101.2395264515237,52.945004845916614,41.417952282901965,5.2551582523932385,632.7487179089396,353.10611283783044,69.47981288184982,94.05006695656252,967.9696815475475,67.58177145961118,12.771172346813882,44.851478246042795,10.534796564705607
demo_healthy_15,Healthy,2769,-9.432241533919445,-0.3347658644910042,92.12161721363563,82.0795758476587,58.43138040197187,75.43616941665923,76.56033550847773,90.14243565355973,0.9112180073821073,99.31068305822478,13.55442778079611,40.79813090089249,-0.12060001173171475,551.176293506772,523.3180364555708,46.598515298122734,89.31684485718372,2010.4735935108702,87.91691881632732,13.485875788035772,40.18495733633665,35.93708707070306
demo_healthy_16,Healthy,6093,-9.489566396723653,7.379745240267544,71.05042995283695,47.67474707113415,74.6889274527659,65.41082719777333,35.027398249541434,85.85298926253822,1.0945115729454349,96.43481446819158,37.77728159948486,29.634279267557726,-0.7498641632500158,350.936018820252,690.6186331528422,43.79040371987533,87.36647751888374,1953.9814193176735,60.82923717781899,14.285051976309232,46.871155274647506,22.381086923736213
demo_healthy_17,Healthy,914,0.06855633336395599,6.644802952184946,75.24321652025505,95.6075194003457,15.663071949533723,81.54803112717043,62.33664955920868,15.972951050160132,1.0317728799889194,100.17486728594903,6.107241729974255,34.809764588144624,29.968377515030774,421.7723321651631,470.93211762733347,44.23141270678932,86.22698348019489,2265.4291276006643,85.94234389746674,12.799059139792998,54.8902823399902,34.37600072923236
